Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[22]     0.0    0.00    0.00 3998000         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [22]
-----------------------------------------------
                0.00    0.00 2552000/2552000     std::_List_node<int>::_M_valptr() [25]
[23]     0.0    0.00    0.00 2552000         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [23]
                0.00    0.00 2552000/2552000     __gnu_cxx::__aligned_membuf<int>::_M_addr() [24]
-----------------------------------------------
                0.00    0.00 2552000/2552000     __gnu_cxx::__aligned_membuf<int>::_M_ptr() [23]
[24]     0.0    0.00    0.00 2552000         __gnu_cxx::__aligned_membuf<int>::_M_addr() [24]
-----------------------------------------------
                0.00    0.00    2000/2552000     std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [141]
                0.00    0.00    2000/2552000     std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [102]
                0.00    0.00 2548000/2552000     std::_List_iterator<int>::operator*() const [28]
[25]     0.0    0.00    0.00 2552000         std::_List_node<int>::_M_valptr() [25]
                0.00    0.00 2552000/2552000     __gnu_cxx::__aligned_membuf<int>::_M_ptr() [23]
-----------------------------------------------
                0.00    0.00    2000/2550000     KOSARAJU::findSCC(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00 2548000/2550000     KOSARAJU::dfs_Algo(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [13]
[26]     0.0    0.00    0.00 2550000         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [26]
-----------------------------------------------
                0.00    0.00    2000/2550000     std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [143]
                0.00    0.00 2548000/2550000     KOSARAJU::dfs_Algo(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [13]
[27]     0.0    0.00    0.00 2550000         std::__cxx11::list<int, std::allocator<int> >::end() [27]
                0.00    0.00 2550000/5098000     std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [21]
-----------------------------------------------
                0.00    0.00 2548000/2548000     KOSARAJU::dfs_Algo(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [13]
[28]     0.0    0.00    0.00 2548000         std::_List_iterator<int>::operator*() const [28]
                0.00    0.00 2548000/2552000     std::_List_node<int>::_M_valptr() [25]
-----------------------------------------------
                0.00    0.00 2548000/2548000     KOSARAJU::dfs_Algo(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [13]
[29]     0.0    0.00    0.00 2548000         std::__cxx11::list<int, std::allocator<int> >::begin() [29]
                0.00    0.00 2548000/5098000     std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [21]
-----------------------------------------------
                0.00    0.00 1450000/1450000     KOSARAJU::dfs_Algo(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [13]
[30]     0.0    0.00    0.00 1450000         std::_List_iterator<int>::operator++() [30]
-----------------------------------------------
                0.00    0.00   65554/65554       std::allocator<int>::~allocator() [32]
[31]     0.0    0.00    0.00   65554         __gnu_cxx::new_allocator<int>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00       1/65554       KOSARAJU::findSCC(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00      22/65554       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [189]
                0.00    0.00    2000/65554       main [1]
                0.00    0.00   18478/65554       KOSARAJU::isPath(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [3]
                0.00    0.00   20479/65554       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [57]
                0.00    0.00   24574/65554       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [39]
[32]     0.0    0.00    0.00   65554         std::allocator<int>::~allocator() [32]
                0.00    0.00   65554/65554       __gnu_cxx::new_allocator<int>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00      22/47257       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [189]
                0.00    0.00     182/47257       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [167]
                0.00    0.00    4000/47257       void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [135]
                0.00    0.00   18479/47257       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [5]
                0.00    0.00   24574/47257       std::vector<int, std::allocator<int> >::~vector() [41]
[33]     0.0    0.00    0.00   47257         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [33]
-----------------------------------------------
                0.00    0.00   45064/45064       std::allocator<int>::allocator(std::allocator<int> const&) [35]
[34]     0.0    0.00    0.00   45064         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [34]
-----------------------------------------------
                0.00    0.00      22/45064       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [187]
                0.00    0.00    4062/45064       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [70]
                0.00    0.00   20479/45064       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [57]
                0.00    0.00   20501/45064       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
[35]     0.0    0.00    0.00   45064         std::allocator<int>::allocator(std::allocator<int> const&) [35]
                0.00    0.00   45064/45064       __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [34]
-----------------------------------------------
                0.00    0.00   20592/41253       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
                0.00    0.00   20661/41253       __gnu_cxx::new_allocator<int>::max_size() const [45]
[36]     0.0    0.00    0.00   41253         __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00      91/24665       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [167]
                0.00    0.00   24574/24665       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [40]
[37]     0.0    0.00    0.00   24665         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [37]
                0.00    0.00   20592/20592       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [51]
-----------------------------------------------
                0.00    0.00   24574/24574       void std::_Destroy<int*>(int*, int*) [42]
[38]     0.0    0.00    0.00   24574         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [38]
-----------------------------------------------
                0.00    0.00   24574/24574       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [40]
[39]     0.0    0.00    0.00   24574         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [39]
                0.00    0.00   24574/65554       std::allocator<int>::~allocator() [32]
-----------------------------------------------
                0.00    0.00   24574/24574       std::vector<int, std::allocator<int> >::~vector() [41]
[40]     0.0    0.00    0.00   24574         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [40]
                0.00    0.00   24574/24665       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [37]
                0.00    0.00   24574/24574       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [39]
-----------------------------------------------
                0.00    0.00      12/24574       KOSARAJU::findSCC(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00    2011/24574       main [1]
                0.00    0.00    2011/24574       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [95]
                0.00    0.00    2062/24574       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [85]
                0.00    0.00   18478/24574       KOSARAJU::isPath(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [3]
[41]     0.0    0.00    0.00   24574         std::vector<int, std::allocator<int> >::~vector() [41]
                0.00    0.00   24574/47257       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [33]
                0.00    0.00   24574/24574       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [43]
                0.00    0.00   24574/24574       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [40]
-----------------------------------------------
                0.00    0.00   24574/24574       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [43]
[42]     0.0    0.00    0.00   24574         void std::_Destroy<int*>(int*, int*) [42]
                0.00    0.00   24574/24574       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [38]
-----------------------------------------------
                0.00    0.00   24574/24574       std::vector<int, std::allocator<int> >::~vector() [41]
[43]     0.0    0.00    0.00   24574         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [43]
                0.00    0.00   24574/24574       void std::_Destroy<int*>(int*, int*) [42]
-----------------------------------------------
                0.00    0.00       1/20696       std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [252]
                0.00    0.00      34/20696       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [178]
                0.00    0.00   20661/20696       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
[44]     0.0    0.00    0.00   20696         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [44]
-----------------------------------------------
                0.00    0.00   20661/20661       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [46]
[45]     0.0    0.00    0.00   20661         __gnu_cxx::new_allocator<int>::max_size() const [45]
                0.00    0.00   20661/41253       __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00   20661/20661       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
[46]     0.0    0.00    0.00   20661         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [46]
                0.00    0.00   20661/20661       __gnu_cxx::new_allocator<int>::max_size() const [45]
-----------------------------------------------
                0.00    0.00     182/20661       std::vector<int, std::allocator<int> >::max_size() const [155]
                0.00    0.00   20479/20661       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [57]
[47]     0.0    0.00    0.00   20661         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
                0.00    0.00   20661/20661       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [46]
                0.00    0.00   20661/20696       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [44]
-----------------------------------------------
                0.00    0.00   20592/20592       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [51]
[48]     0.0    0.00    0.00   20592         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00   20592/20592       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [52]
[49]     0.0    0.00    0.00   20592         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
                0.00    0.00   20592/41253       __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00      91/20592       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [167]
                0.00    0.00    2000/20592       void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [135]
                0.00    0.00   18501/20592       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [58]
[50]     0.0    0.00    0.00   20592         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [50]
                0.00    0.00   20592/20592       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [52]
-----------------------------------------------
                0.00    0.00   20592/20592       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [37]
[51]     0.0    0.00    0.00   20592         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [51]
                0.00    0.00   20592/20592       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00   20592/20592       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [50]
[52]     0.0    0.00    0.00   20592         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [52]
                0.00    0.00   20592/20592       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
-----------------------------------------------
                0.00    0.00      11/20512       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [207]
                0.00    0.00   20501/20512       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
[53]     0.0    0.00    0.00   20512         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [53]
-----------------------------------------------
                0.00    0.00    2000/20501       std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [122]
                0.00    0.00   18501/20501       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
[54]     0.0    0.00    0.00   20501         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00   20501/45064       std::allocator<int>::allocator(std::allocator<int> const&) [35]
                0.00    0.00   20501/20512       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [53]
-----------------------------------------------
                0.00    0.00   20490/20490       std::allocator<int>::allocator() [56]
[55]     0.0    0.00    0.00   20490         __gnu_cxx::new_allocator<int>::new_allocator() [55]
-----------------------------------------------
                0.00    0.00       1/20490       KOSARAJU::findSCC(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00      11/20490       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [207]
                0.00    0.00    2000/20490       main [1]
                0.00    0.00   18478/20490       KOSARAJU::isPath(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [3]
[56]     0.0    0.00    0.00   20490         std::allocator<int>::allocator() [56]
                0.00    0.00   20490/20490       __gnu_cxx::new_allocator<int>::new_allocator() [55]
-----------------------------------------------
                0.00    0.00    2000/20479       void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [135]
                0.00    0.00   18479/20479       std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [6]
[57]     0.0    0.00    0.00   20479         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [57]
                0.00    0.00   20479/45064       std::allocator<int>::allocator(std::allocator<int> const&) [35]
                0.00    0.00   20479/20661       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [47]
                0.00    0.00   20479/65554       std::allocator<int>::~allocator() [32]
-----------------------------------------------
                0.00    0.00   18501/18501       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
[58]     0.0    0.00    0.00   18501         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [58]
                0.00    0.00   18501/20592       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [50]
-----------------------------------------------
                0.00    0.00      22/18501       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [189]
                0.00    0.00   18479/18501       std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [6]
[59]     0.0    0.00    0.00   18501         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [59]
                0.00    0.00   18501/20501       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00   18501/18501       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [58]
-----------------------------------------------
                0.00    0.00   18479/18479       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [10]
[60]     0.0    0.00    0.00   18479         std::__size_to_integer(unsigned long) [60]
-----------------------------------------------
                0.00    0.00   18479/18479       int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [10]
[61]     0.0    0.00    0.00   18479         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [61]
-----------------------------------------------
                0.00    0.00   18478/18478       KOSARAJU::isPath(int, int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [3]
[62]     0.0    0.00    0.00   18478         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::size() const [62]
-----------------------------------------------
                0.00    0.00      91/12091       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [167]
                0.00    0.00    2000/12091       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [142]
                0.00    0.00    2000/12091       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [130]
                0.00    0.00    2000/12091       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [141]
                0.00    0.00    2000/12091       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [115]
                0.00    0.00    2000/12091       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [129]
                0.00    0.00    2000/12091       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [114]
[63]     0.0    0.00    0.00   12091         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [63]
-----------------------------------------------
                0.00    0.00      12/10136       void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >&&) [204]
                0.00    0.00    2000/10136       std::vector<int, std::allocator<int> >& std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::emplace_back<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&&) [132]
                0.00    0.00    4062/10136       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [73]
                0.00    0.00    4062/10136       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [69]
[64]     0.0    0.00    0.00   10136         std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [64]
-----------------------------------------------
                0.00    0.00      11/10074       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [205]
                0.00    0.00    2000/10074       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [115]
                0.00    0.00    2000/10074       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [114]
                0.00    0.00    2001/10074       void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [109]
                0.00    0.00    4062/10074       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [69]
[65]     0.0    0.00    0.00   10074         operator new(unsigned long, void*) [65]
-----------------------------------------------
                0.00    0.00    2011/8197        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [222]
                0.00    0.00    2062/8197        void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [87]
                0.00    0.00    4124/8197        std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [182]
[66]     0.0    0.00    0.00    8197         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [66]
-----------------------------------------------
                0.00    0.00    8124/8124        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [70]
[67]     0.0    0.00    0.00    8124         std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [67]
-----------------------------------------------
                0.00    0.00     182/4386        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [167]
                0.00    0.00     182/4386        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [165]
                0.00    0.00    4022/4386        bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [93]
[68]     0.0    0.00    0.00    4386         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [68]
-----------------------------------------------
                0.00    0.00    4062/4062        void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [73]
[69]     0.0    0.00    0.00    4062         void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [69]
                0.00    0.00    4062/10136       std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [64]
                0.00    0.00    4062/4062        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [74]
                0.00    0.00    4062/10074       operator new(unsigned long, void*) [65]
-----------------------------------------------
                0.00    0.00    4062/4062        std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [72]
[70]     0.0    0.00    0.00    4062         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [70]
                0.00    0.00    8124/8124        std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [67]
                0.00    0.00    4062/45064       std::allocator<int>::allocator(std::allocator<int> const&) [35]
                0.00    0.00    4062/4062        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [71]
-----------------------------------------------
                0.00    0.00    4062/4062        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [70]
[71]     0.0    0.00    0.00    4062         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [71]
-----------------------------------------------
                0.00    0.00    4062/4062        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [74]
[72]     0.0    0.00    0.00    4062         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [72]
                0.00    0.00    4062/4062        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [70]
-----------------------------------------------
                0.00    0.00      12/4062        void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >&&) [204]
                0.00    0.00    1988/4062        std::vector<int, std::allocator<int> >& std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::emplace_back<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&&) [132]
                0.00    0.00    2062/4062        void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [87]
